# Toolbag 5 Chinese dictionary
# Format: English;Chinese
Check for Updates;检查更新
Determines where the edges will be filtered to soften and reduce jaggedness.;确定边将过滤到何处以软化并减少夹痕。
Determines which mesh elements the tool will fill.;确定工具将填充的网格元素 。
Determines which elements in the texture project the tool will sample from.;确定工具将采样的纹理项目中的哪些元素。
Determines how the smudge tool can work across various boundaries.;确定滑动工具如何跨越各种边界。
Sets the strength of the gradient.;设置梯度的强度。
Inverts the gradient.;反转梯度。
Displays guide planes when manipulating decal depth or falloff via the GUI.;在通过GUI操纵解析深度或坠落时显示引导飞机.
Edit the color value for the selected handle.;编辑选定手柄的颜色值。
Edit the alpha value for the selected handle.;编辑选定手柄的α值。
Edit the horizontal position of the selected color handle.;编辑选定颜色控点的横向位置。
Edit the horizontal position of the selected alpha handle.;编辑选中的α 手柄的横向位置 。
Toggle fullscreen sampling mode. This allows sampling from any part of the screen, including external applications and secondary monitors.;切换全屏采样模式 。 这样可以从屏幕的任何部分取样,包括外部应用和二级显示器.
Determines which elements of the selected Texture Project will be sampled; Layers, Groups, or the final composite.;确定选定纹理工程的哪些元素将被采样; 层,组, 或最终复合.
Selects which texture map type to sample the value from.;选择要从哪个纹理映射类型来样本该值。
This asset cannot be downloaded with a trial license.;该资产不能凭审判许可证下载。
The X coordinate in 3D space.;X在3D空间中协调.
The Y coordinate in 3D space.;Y坐标位于3D空间.
The Z coordinate in 3D space.;Z坐标在3D空间.
The scale along the X axis.;沿X轴的尺度.
The scale along the Y axis.;沿Y轴的尺度.
The scale along the Z axis.;沿Z轴的尺度.
Rotation around the X axis.;绕X轴旋转.
Rotation around the Y axis.;绕Y轴旋转.
Rotation around the Z axis.;绕Z轴旋转.
Only allow rotation to change by fixed steps in degrees when interacting with the tool in the viewport.;只允许在与视图端口中的工具互动时,旋转以固定的度级变化.
Only allow translation to change by fixed steps in world units when interacting with the tool in the viewport.;只允许翻译在与视图端口中的工具交互时,在世界单位中通过固定步骤进行修改.
Center the pivot to the object bounds.;将枢轴中心到对象边界上。
Use world space axes instead of local, object axes when interacting with the tool in the viewport.;在视图端与工具交互时使用世界空间轴而不是局部,物体轴.
Edit the pivot transform.;编辑偏转转换 。
Edit the object transform.;编辑对象转换 。
Go to the root folder.;转到根文件夹 。
Go back to the previous folder.;返回上一个文件夹 。
Go forward to the next folder.;转到下一个文件夹 。
Go to the parent folder.;转到父文件夹 。
Creates a new user folder inside the currently selected folder.;在当前选中的文件夹中创建一个新的用户文件夹 。
Deletes the currently selected user folder.;删除当前选中的用户文件夹。
Download the selected asset(s).;下载选中的资产 。
Open the selected asset(s). If asset(s) do not exist locally, they will be downloaded first.;打开选定的资产。 如果资产在当地不存在,将首先下载。
Delete the selected asset(s).;删除选中的资产 。
Show first party Marmoset content.;显示第一党马莫塞特的内容.
Show custom user-created content.;显示自定义用户创建的内容 。
Show assets that are stored locally.;显示本地存储的资产 。
Show assets that are available to download.;显示可供下载的资产 。
Show assets with available updates to download.;显示可用更新以下载的资产 。
Show materials, textures, and skies currently used in the scene.;展示现场目前使用的材料,纹理和天空.
Show assets tagged with this color.;显示标记此颜色的资产 。
Assign a color to this asset.;为此资产指定颜色 。
Download the asset.;下载该资产 。
Save changes to the asset.;保存资产更改 。
Open the asset.;打开资产。
Places the Light's specular highlight at the sample point. When disabled, the Light is placed perpendicular to the vertex normal of the sample point.;将光线的光谱亮度放在样本点。 禁用时,将光置于样本点的顶点正常位置。
Enabling this uses the normal map for sampling light direction, otherwise vertex normals are used.;启用此功能使用正常的映射来取样光线方向,否则会使用顶点常态.
Download all files which are available from Marmoset's Library server.;从 Marmoset 的库服务器下载所有可用的文件 。
Select the location on disk to search for lost files.;选择要搜索丢失文件的磁盘位置 。
Continue loading the scene. Note: skipped file references will be permanently lost when saving the file.;继续装车 注意: 保存文件时跳过的文件引用会永久丢失 。
Abort loading the scene.;停止装入场景 。
Download this file from the Library server.;从库服务器下载此文件 。
Browse to locate this file on disk.;浏览可在磁盘上找到此文件 。
Sharpens the selected point.;尖锐化选定点。
Smooths the selected point.;平滑选定点。
Deletes the selected point.;删除选定的点。
Mirrors the handles for the selected point.;镜像选定点的手柄。
Links the length of the handles for the selected point.;链接选定点的手柄长度。
Prevents moving points to overlapping positions.;防止立场重叠。
Toggles horizontal mirroring for the whole profile curve.;切换整个剖面曲线的横向镜像。
When enabled, bezier vertices and tangent handles will snap to a visible grid. Resize the Profile Editor window for a more refined grid.;启用时,贝塞尔顶点和切换手柄会向可见的网格突起. 调整配置编辑器窗口的大小, 以建立更精细的网格 。
Preview of a computed sync map.;计算同步地图的预览 。
Allows to build mask effects that blend on top of the layers below.;允许在下面的层上建立混合的面具效果.
Opens the console window.;打开控制台窗口。
Clears the currently displayed error.;清除当前显示的错误。
Bakes all projects in the scene. This button can also pause and resume bakes that are in progress.;把现场的所有项目都烧了 此按钮还可以暂停并恢复正在进行的烘焙.
Cancels any bakes in progress.;取消任何正在进行的烘焙。
Undock this window.;解开这个窗口。
Confirm new key bind.;确认新密钥绑定 。
Cancel new key bind.;取消新密钥绑定 。
Ignore conflicted key bind.;忽略冲突密钥绑定 。
Restore default key bind.;还原默认密钥绑定 。
Clear key bind.;清除密钥绑定 。
Transform Tool;变形工具
Delete Layer;删除图层
